From	To
P45985	CCDS11162.1
P45985	CCDS62095.1
P10644	CCDS11678.1
P10644	CCDS62307.1
P0DN25	CCDS82442.1
Q86W56	CCDS73130.1
Q14151	CCDS32879.1
Q9NYB5	CCDS53757.1
Q9NYB5	CCDS53758.1
Q9NYB5	CCDS53759.1
Q9NYB5	CCDS8683.1
Q92620	CCDS10907.1
O95567	CCDS13848.1
Q9UBU3	CCDS33700.1
Q9UBU3	CCDS46747.1
Q9UBU3	CCDS46748.1
Q9UBU3	CCDS46749.1
Q9UBU3	CCDS46750.1
Q9NWH9	CCDS10168.2
Q6W3E5	CCDS8249.1
P55786	CCDS45721.1
Q96KN8	CCDS53646.1
Q96KN8	CCDS53647.1
Q96KN8	CCDS8044.1
B7Z6K7	CCDS46212.1
Q9GZR7	CCDS9918.1
Q9NQE7	CCDS4623.1
P17050	CCDS14030.1
Q9BW19	CCDS34430.1
Q58A45	CCDS9329.2
Q68DD2	CCDS32204.1
Q9NRY5	CCDS4323.1
O00217	CCDS8176.1
A8MW99	CCDS64463.1
Q709F0	CCDS3074.1
Q9H4B7	CCDS13475.1
Q4KWH8	CCDS46939.1
Q4KWH8	CCDS46940.1
P02814	CCDS3540.1
A6NEQ2	CCDS31648.1
P54284	CCDS55821.1
P54284	CCDS55822.1
P54284	CCDS55823.1
P54284	CCDS8769.1
Q5TZA2	CCDS30616.1
Q9BW27	CCDS32730.1
O75821	CCDS12227.1
O15266	CCDS14106.1
O15266	CCDS14107.1
P42704	CCDS33189.1
Q53H47	CCDS2563.2
Q53H47	CCDS58814.1
Q53H47	CCDS63528.1
P13385	CCDS2742.1
Q9HCK8	CCDS45081.1
Q9HCK8	CCDS53885.1
Q8NGR5	CCDS35129.1
Q6VMQ6	CCDS66326.1
Q6VMQ6	CCDS66327.1
Q6VMQ6	CCDS73449.1
Q6VMQ6	CCDS8663.1
Q09MP3	CCDS42656.1
Q96QH2	CCDS45954.2
Q9NX57	CCDS9512.1
Q13319	CCDS2427.1
O60243	CCDS42748.1
Q5U651	CCDS12731.1
Q4G0M1	CCDS77548.1
Q6ZMB5	CCDS43537.1
Q8NCI6	CCDS44780.1
Q5SYB0	CCDS6612.1
Q8IYT2	CCDS10898.1
Q9UK96	CCDS47966.1
Q96J66	CCDS10732.1
Q96J66	CCDS10733.1
Q8NHP8	CCDS53834.1
Q8NHP8	CCDS9168.1
Q9P227	CCDS56027.1
Q96HB5	CCDS14316.1
Q96HB5	CCDS55413.1
Q96HB5	CCDS55414.2
Q9H993	CCDS5233.1
Q96KN1	CCDS6358.1
O75132	CCDS33677.1
Q96RW7	CCDS30956.1
Q9NWM3	CCDS11599.1
O94826	CCDS33807.1
Q9Y336	CCDS12825.1
Q9Y336	CCDS56100.1
Q96DZ5	CCDS12486.1
Q9HCD6	CCDS45754.1
Q9HCD6	CCDS92375.1
P21926	CCDS8540.1
Q5T7N3	CCDS620.1
Q5T7N3	CCDS81334.1
Q14624	CCDS2865.1
Q14624	CCDS54596.1
P59540	CCDS53748.1
O75688	CCDS1816.1
O75688	CCDS1817.1
O75688	CCDS1818.1
O75688	CCDS46271.1
Q6NUP7	CCDS9921.1
Q6NUP7	CCDS9922.1
Q9UBX1	CCDS8144.1
P23258	CCDS11433.1
P35354	CCDS1371.1
Q8IXA5	CCDS11275.1
Q6NXR4	CCDS6090.1
Q92783	CCDS7122.1
Q86YD7	CCDS31738.1
P06239	CCDS359.1
O14646	CCDS34204.1
Q9H1H9	CCDS47380.1
Q9H1H9	CCDS47381.1
Q9H1H9	CCDS54967.1
Q9H1H9	CCDS54968.1
Q9H1H9	CCDS58998.1
Q9H7Z7	CCDS6891.1
A6NFY7	CCDS32999.1
P15309	CCDS3073.1
P15309	CCDS46916.1
P15309	CCDS77818.1
Q9P289	CCDS14631.1
Q9P289	CCDS43995.1
Q9P289	CCDS48168.1
Q9Y4G8	CCDS43277.1
P35452	CCDS46456.1
P01024	CCDS32883.1
Q6RFH5	CCDS44630.1
Q6RFH5	CCDS76421.1
Q9BXY4	CCDS5135.1
Q3SXZ3	CCDS75078.1
Q3SXZ3	CCDS75079.1
O43166	CCDS61490.1
O43166	CCDS61491.1
O43166	CCDS9807.1
Q5XKL5	CCDS91000.1
Q96LJ8	CCDS205.1
Q9BVS4	CCDS4089.1
Q9BVS4	CCDS54884.1
Q9Y5Y5	CCDS31472.1
Q9Y5Y5	CCDS7917.1
P19320	CCDS55617.1
P19320	CCDS773.1
P19320	CCDS774.1
O00472	CCDS4080.1
Q4G0P3	CCDS10897.1
Q4G0P3	CCDS56004.1
Q4G0P3	CCDS56005.1
Q4G0P3	CCDS59269.1
P38935	CCDS8187.1
Q8N1E2	CCDS2043.1
Q8N2C7	CCDS2387.2
Q8N2C7	CCDS46504.1
Q8N998	CCDS8270.1
O00461	CCDS3204.1
Q9NRS6	CCDS8089.1
Q9NRS6	CCDS8090.1
Q14738	CCDS43464.1
Q14738	CCDS4878.1
Q14738	CCDS55002.1
Q6PIW4	CCDS5510.1
Q9H6R7	CCDS1705.1
Q9H6R7	CCDS46229.1
O43687	CCDS5143.1
O43687	CCDS5144.1
Q9NR34	CCDS265.1
Q9NX74	CCDS10859.1
Q9H7S9	CCDS6094.1
Q7Z2Z1	CCDS10352.2
Q7Z2Z1	CCDS76791.1
Q8N163	CCDS34863.1
Q6YP21	CCDS30766.1
Q6YP21	CCDS30767.1
Q14112	CCDS9706.1
Q08334	CCDS13623.1
O15294	CCDS14414.1
O15294	CCDS35502.1
Q15042	CCDS33294.1
Q15042	CCDS54402.1
Q5JSZ5	CCDS48044.1
Q96PE1	CCDS6097.2
P59046	CCDS12864.1
P59046	CCDS62784.1
P59046	CCDS62785.1
O94911	CCDS11680.1
O94911	CCDS74139.1
Q7Z6J9	CCDS11724.1
O94850	CCDS31791.2
P39687	CCDS45292.1
Q15040	CCDS13976.1
Q6VN20	CCDS32469.1
Q6VN20	CCDS81999.1
Q9Y5S8	CCDS14474.1
Q9Y5S8	CCDS14475.1
Q9UPV0	CCDS31683.1
P21579	CCDS9017.1
Q9UL52	CCDS33993.1
Q15147	CCDS13104.1
Q15147	CCDS13105.1
Q15147	CCDS54447.1
Q9UPV9	CCDS2695.1
Q9UPV9	CCDS43072.1
Q9UPV9	CCDS58826.1
Q08J23	CCDS3869.1
Q08J23	CCDS54832.1
A5D8T8	CCDS10886.1
Q9H5L6	CCDS3598.1
Q8N568	CCDS34076.1
Q8N568	CCDS47142.2
Q8N568	CCDS93647.1
A1Z1Q3	CCDS13120.2
A1Z1Q3	CCDS33443.1
A1Z1Q3	CCDS93008.1
P43355	CCDS76051.1
Q9Y662	CCDS11167.1
Q86VV4	CCDS3918.1
Q86VV4	CCDS54843.1
Q16537	CCDS61467.1
Q16537	CCDS61468.1
Q16537	CCDS9758.1
P05165	CCDS45065.1
P05165	CCDS53878.1
P05165	CCDS9496.2
Q96BY7	CCDS9944.2
P50895	CCDS12644.1
P05937	CCDS6251.1
P25090	CCDS12840.1
Q9BTC0	CCDS13508.2
Q9BTC0	CCDS13509.1
Q9BTC0	CCDS33506.1
Q2WGN9	CCDS42976.1
O75521	CCDS43420.2
O95081	CCDS5697.1
O95620	CCDS5745.1
Q92575	CCDS42761.1
Q9UG56	CCDS13899.1
Q9UG56	CCDS87016.1
Q13492	CCDS31653.1
Q13492	CCDS55783.1
Q13492	CCDS55784.1
Q13492	CCDS8272.1
Q13492	CCDS91570.1
P35125	CCDS11069.2
P07108	CCDS2126.1
P07108	CCDS42740.1
P07108	CCDS42741.1
P07108	CCDS54390.1
P07108	CCDS54391.1
P50607	CCDS7786.1
P50607	CCDS7787.1
P08263	CCDS4945.1
Q6UWZ7	CCDS3605.2
P20594	CCDS6590.1
Q3YEC7	CCDS48058.1
Q3YEC7	CCDS55352.1
Q3YEC7	CCDS55353.1
P48634	CCDS4708.1
Q15468	CCDS41329.1
Q15468	CCDS548.1
Q6UWU2	CCDS2437.1
Q6UWU2	CCDS74657.1
Q7Z7G0	CCDS46880.2
Q4V328	CCDS35248.1
P35367	CCDS2604.1
Q9HBG6	CCDS3059.1
Q9HBG6	CCDS3060.1
Q9HBG6	CCDS3061.1
Q9HBG6	CCDS3062.1
Q9HBG6	CCDS63770.1
P28358	CCDS2266.1
O95336	CCDS12361.1
P00480	CCDS14247.1
P46092	CCDS11435.1
P16519	CCDS13125.1
P16519	CCDS56179.1
P16519	CCDS56180.1
Q13224	CCDS8662.1
P19013	CCDS41787.2
P52701	CCDS1836.1
P52701	CCDS62906.1
Q75T13	CCDS2318.1
Q9C0F3	CCDS233.1
Q6ZRV2	CCDS6410.2
Q86UB2	CCDS53879.1
Q86UB2	CCDS9505.1
Q8NEB5	CCDS47841.1
Q8NEB5	CCDS47842.1
Q8NEB5	CCDS47843.1
Q8NEB5	CCDS94281.1
Q9P1W8	CCDS13020.2
Q9P1W8	CCDS13021.2
Q9P1W8	CCDS33434.1
Q07869	CCDS33669.1
Q86UD3	CCDS4141.1
P28799	CCDS11483.1
P49763	CCDS55932.1
P49763	CCDS9835.1
Q8WWZ4	CCDS11684.1
Q5T7W7	CCDS6727.2
A6NHQ2	CCDS87345.1
O60393	CCDS47736.2
Q6ZS11	CCDS12522.1
Q6ZS11	CCDS59386.1
Q7Z449	CCDS34047.1
Q8IV01	CCDS8154.1
Q9BQI5	CCDS30744.1
Q9BQI5	CCDS76171.1
Q9BQI5	CCDS90972.1
Q8TEB9	CCDS2464.1
Q9HC84	CCDS44515.2
O60292	CCDS33007.1
Q5TEJ8	CCDS30653.1
Q5TEJ8	CCDS30654.1
Q5TEJ8	CCDS41290.1
Q5TEJ8	CCDS65461.1
Q6ICL7	CCDS13882.1
Q6ICL7	CCDS82708.1
Q93099	CCDS3000.1
Q9UPR6	CCDS45921.1
Q9UPR6	CCDS45922.1
Q14574	CCDS32810.1
Q6TCH7	CCDS34020.1
Q8IZW8	CCDS11368.1
P07988	CCDS1983.3
A3KMH1	CCDS31963.1
A3KMH1	CCDS41881.1
Q9BXF6	CCDS1923.1
P49221	CCDS2723.1
Q07889	CCDS1802.1
Q8N142	CCDS9990.1
Q8N142	CCDS9991.1
Q8N961	CCDS7890.2
Q92959	CCDS3084.1
Q86YV9	CCDS7527.1
O75387	CCDS7958.1
Q9Y3Q8	CCDS5695.1
A8TX70	CCDS93385.1
Q96DU9	CCDS14460.1
Q69YQ0	CCDS33619.1
Q69YQ0	CCDS58797.1
Q9P2B4	CCDS845.1
O15535	CCDS4646.1
O15535	CCDS56407.1
Q6ICC9	CCDS33662.1
A8CG34	CCDS47617.1
O15055	CCDS2528.1
Q9H2D6	CCDS33644.1
Q9H2D6	CCDS43015.1
Q9H2D6	CCDS43016.1
Q12888	CCDS10096.1
Q12888	CCDS45250.1
Q12888	CCDS45251.1
Q495W5	CCDS60558.1
Q495W5	CCDS7333.1
Q5T1H1	CCDS47445.1
Q5T1H1	CCDS47446.1
Q5T1H1	CCDS4967.1
Q5T1H1	CCDS78156.1
O43175	CCDS904.1
P09525	CCDS1894.1
P04040	CCDS7891.1
P30793	CCDS41954.1
P30793	CCDS45110.1
P30793	CCDS9720.1
Q8IZT6	CCDS1389.1
Q8IZT6	CCDS55672.1
Q96JB1	CCDS4838.1
Q9BXJ9	CCDS43270.1
Q9BZG1	CCDS11240.1
Q9BZG1	CCDS45636.1
Q9BZG1	CCDS58536.1
Q7LDG7	CCDS31598.1
O94979	CCDS3596.1
O94979	CCDS3597.1
O94979	CCDS43244.1
O94979	CCDS47088.1
O94979	CCDS54773.1
O94979	CCDS75155.1
O94979	CCDS75156.1
P52789	CCDS1956.1
Q5VTR2	CCDS35084.1
P56559	CCDS2512.1
P56559	CCDS63169.1
P29083	CCDS3002.1
O43897	CCDS3811.1
O43897	CCDS56342.1
Q7Z4W1	CCDS11799.1
P17066	CCDS1231.1
P29965	CCDS14659.1
A0A1W2PP81	CCDS93693.1
Q8NFW1	CCDS6376.1
P0C7Q2	CCDS53585.1
Q12824	CCDS13817.1
Q12824	CCDS46671.1
P35916	CCDS43412.1
P35916	CCDS4457.1
Q13972	CCDS10309.1
Q13972	CCDS42065.1
Q13972	CCDS45320.1
Q96RP9	CCDS33885.1
Q96RP9	CCDS77851.1
Q9H2P0	CCDS13433.1
Q8NBJ5	CCDS12363.1
O75077	CCDS2369.1
O75077	CCDS92936.1
P20023	CCDS1478.1
P20023	CCDS31007.1
Q6UXC1	CCDS7010.1
Q9NS62	CCDS9432.1
Q9NS62	CCDS9433.1
Q8NDX6	CCDS44896.1
Q8N392	CCDS34535.1
Q8NFT8	CCDS33390.1
Q8NDV2	CCDS7636.1
Q5JTJ3	CCDS31059.1
Q5JTJ3	CCDS55690.1
Q5JTJ3	CCDS76275.1
P35869	CCDS5366.1
Q9BQ39	CCDS7283.1
Q7Z7C8	CCDS43462.1
Q7Z7C8	CCDS93919.1
A4D2B0	CCDS43620.1
Q4L235	CCDS3504.1
Q4L235	CCDS68705.1
Q4L235	CCDS68706.1
Q4L235	CCDS75127.1
Q9BY49	CCDS33375.1
P48723	CCDS13567.1
O15466	CCDS11930.1
O15466	CCDS77184.1
Q58F21	CCDS55615.1
Q58F21	CCDS55616.1
Q58F21	CCDS735.1
Q96QE3	CCDS11260.1
Q8NFZ4	CCDS11103.1
A4D0T7	CCDS87543.1
Q58DX5	CCDS46960.1
Q9H9A5	CCDS2655.1
Q9H9A5	CCDS58821.1
Q9H9A5	CCDS58822.1
Q16322	CCDS826.1
Q9GZU1	CCDS12180.1
Q68DC2	CCDS43856.1
Q9Y657	CCDS43843.1
P05549	CCDS34337.1
P05549	CCDS43422.1
P50148	CCDS6658.1
Q9NPP4	CCDS33174.1
Q9NPP4	CCDS77400.1
P08571	CCDS4232.1
Q9UQ13	CCDS58095.1
Q9UQ13	CCDS7568.1
Q9NR20	CCDS8530.1
Q7Z4F1	CCDS86372.1
Q7Z4F1	CCDS9578.1
Q3SXM5	CCDS10942.1
Q3SXM5	CCDS54046.1
Q9HCD5	CCDS13392.1
Q8NCV1	CCDS10944.1
Q8NCV1	CCDS45536.1
P46939	CCDS34547.1
Q8WUF5	CCDS33050.1
Q8NEE8	CCDS6875.1
O75445	CCDS1516.1
O75445	CCDS31025.1
P98164	CCDS2232.1
Q86WK7	CCDS33759.1
Q52LW3	CCDS748.1
Q96KQ4	CCDS41997.1
P49757	CCDS32115.1
P49757	CCDS32116.1
P49757	CCDS55927.1
P49757	CCDS9814.1
Q5JVF3	CCDS58301.1
Q5JVF3	CCDS58302.1
Q5JVF3	CCDS9532.2
Q6DT37	CCDS31601.1
O75326	CCDS10262.1
O75326	CCDS53959.1
Q9BU23	CCDS14093.2
Q9BU23	CCDS87035.1
Q8TF45	CCDS42642.1
O94964	CCDS46598.1
O94964	CCDS54459.1
P13725	CCDS13873.1
Q5XXA6	CCDS44663.1
Q5XXA6	CCDS91524.1
P51787	CCDS7736.1
Q9Y2U5	CCDS46404.1
Q7L5Y1	CCDS11822.1
Q7L5Y1	CCDS45821.1
O14490	CCDS11836.1
O14490	CCDS42406.1
O14490	CCDS56049.1
O14490	CCDS56050.1
O14490	CCDS56051.1
O14490	CCDS56052.1
O14490	CCDS56053.1
Q86WB7	CCDS47515.1
Q86WB7	CCDS5300.1
O43610	CCDS14769.4
P11712	CCDS7437.1
Q8NDZ4	CCDS3130.1
Q8NDZ4	CCDS46929.1
O43414	CCDS30696.1
Q12830	CCDS11673.1
Q86YR5	CCDS48055.1
Q86YR5	CCDS48056.1
Q86YR5	CCDS6996.2
Q96NU1	CCDS2.2
Q9H7N4	CCDS33074.1
P53701	CCDS14139.1
Q14432	CCDS31754.1
Q8IYW4	CCDS13998.1
Q9NXR5	CCDS66580.1
Q9NXR5	CCDS9520.1
Q8TEQ6	CCDS4330.1
P04424	CCDS47597.1
P04424	CCDS47598.1
P04424	CCDS5531.1
Q6U841	CCDS46438.1
Q6U841	CCDS54411.1
Q6U841	CCDS54412.1
Q86UV6	CCDS5545.1
Q15369	CCDS34910.1
Q15369	CCDS56539.1
Q9P2U7	CCDS12764.1
Q6GQQ9	CCDS72903.1
O00445	CCDS12919.1
O00445	CCDS74455.1
Q6DD88	CCDS41663.1
Q96S99	CCDS12417.1
Q16654	CCDS5643.1
P35573	CCDS759.1
P35573	CCDS760.1
Q86UR5	CCDS47449.1
Q86UR5	CCDS55029.1
Q86UR5	CCDS55030.1
Q86UR5	CCDS55031.1
Q86UR5	CCDS55032.1
Q86UR5	CCDS55033.1
Q15477	CCDS4731.1
Q9H0K1	CCDS8347.1
Q9NZ01	CCDS12313.1
P28715	CCDS32004.1
P42685	CCDS5103.1
Q5SZJ8	CCDS43476.1
Q5SZJ8	CCDS83102.1
Q8TDG4	CCDS3603.1
Q9Y5N1	CCDS13493.1
Q53GD3	CCDS4724.2
Q53GD3	CCDS54989.1
Q53GD3	CCDS54990.1
O75795	CCDS3523.1
P35609	CCDS1613.1
P35609	CCDS60455.1
O43237	CCDS10818.1
O43237	CCDS67049.1
Q9H1K6	CCDS10316.1
Q9Y2T1	CCDS11662.1
Q6IPM2	CCDS43542.1
Q6IPM2	CCDS75560.1
Q6IPM2	CCDS94047.1
Q99798	CCDS14017.1
Q9NSI8	CCDS42906.1
Q9NSI8	CCDS58786.1
Q53FD0	CCDS41972.1
Q53FD0	CCDS45138.1
Q15054	CCDS8233.1
Q15054	CCDS86228.1
Q6ZMN8	CCDS34236.1
Q6ZMN8	CCDS75297.1
P49796	CCDS35113.1
P49796	CCDS43869.1
P49796	CCDS65111.1
P49796	CCDS6797.1
P49796	CCDS6798.1
Q15465	CCDS5942.1
Q86T90	CCDS45855.1
B0I1T2	CCDS34629.1
Q8NFG4	CCDS32579.1
Q8NFG4	CCDS32580.1
Q9BVL4	CCDS43034.1
Q10981	CCDS33069.1
Q5JTW2	CCDS47984.1
Q5JTW2	CCDS47985.1
Q5JTW2	CCDS83376.1
Q5JTW2	CCDS83377.1
Q9P2E9	CCDS13128.1
Q9P2E9	CCDS93010.1
Q6UXN2	CCDS34446.1
Q12802	CCDS32319.1
Q12802	CCDS32320.1
Q02156	CCDS1824.1
Q9GZT5	CCDS2426.1
Q99895	CCDS156.1
O43155	CCDS9877.1
P54098	CCDS10350.1
O00339	CCDS55264.1
O00339	CCDS55265.1
O00339	CCDS83309.1
O00763	CCDS31898.1
Q0ZGT2	CCDS41351.1
Q0ZGT2	CCDS53335.1
P14625	CCDS9094.1
Q9H1X1	CCDS4905.1
Q9H1X1	CCDS55005.1
Q8TAC2	CCDS12797.1
Q8TAC2	CCDS59413.1
P07814	CCDS31027.1
Q9UHR4	CCDS34687.1
Q9NS15	CCDS44647.1
Q9NS15	CCDS8103.1
Q5T749	CCDS30862.1
Q96DZ7	CCDS3316.1
Q96DZ7	CCDS56299.1
Q9Y5B6	CCDS13619.1
Q9Y5B6	CCDS33541.1
Q13023	CCDS9644.1
O60682	CCDS43746.1
Q13905	CCDS48047.1
Q13905	CCDS48048.1
Q13905	CCDS78450.1
O75897	CCDS2077.1
O75897	CCDS82492.1
P30153	CCDS12849.1
Q08188	CCDS33435.1
Q15417	CCDS30775.1
Q15417	CCDS65592.1
Q15417	CCDS65593.1
Q6ZNJ1	CCDS46817.1
Q86U06	CCDS41919.1
Q86U06	CCDS41920.1
Q86U06	CCDS41921.1
O95057	CCDS12092.1
Q8NGM8	CCDS31696.1
P85037	CCDS34591.1
Q96ND0	CCDS11866.1
A7E2V4	CCDS44440.1
A7E2V4	CCDS60560.1
P0C0S5	CCDS3654.1
Q5T4W7	CCDS501.1
Q5T4W7	CCDS502.1
O14978	CCDS10499.1
Q14980	CCDS31633.1
Q14980	CCDS66156.1
Q86VF7	CCDS7578.1
Q86VF7	CCDS7579.1
O94823	CCDS43394.1
Q9NZ71	CCDS13530.3
Q9NZ71	CCDS13531.1
Q9NZ71	CCDS63331.1
Q9NZ71	CCDS74751.1
A0A0U1RQS6	CCDS85971.1
Q4LDE5	CCDS48004.1
O43824	CCDS75943.1
P11172	CCDS3029.1
Q96DT5	CCDS64602.1
Q8NHJ6	CCDS12902.1
Q8NHJ6	CCDS42618.1
Q8NHJ6	CCDS92687.1
Q9NVX7	CCDS44594.1
Q9NVX7	CCDS7940.1
Q8WV28	CCDS44464.1
Q8WV28	CCDS58091.1
Q8WV28	CCDS7446.1
P55265	CCDS1071.1
P55265	CCDS30879.1
P55265	CCDS44231.1
Q86TI2	CCDS45928.1
Q86TI2	CCDS92491.1
Q6XZF7	CCDS7485.1
A8MTQ0	CCDS46335.1
Q13007	CCDS1471.1
Q13007	CCDS53465.1
Q13007	CCDS53466.1
Q13007	CCDS73021.1
Q9NR82	CCDS4976.1
Q9NR82	CCDS55034.1
Q9NR82	CCDS55035.1
Q9NR82	CCDS55037.1
Q5U623	CCDS10540.1
Q5U623	CCDS58422.1
Q9UI33	CCDS33737.1
O60381	CCDS5741.1
Q9NRR2	CCDS10430.1
Q96N21	CCDS11779.1
Q15772	CCDS42824.1
Q15772	CCDS54432.1
P16220	CCDS2374.1
P16220	CCDS2375.1
P49327	CCDS11801.1
O75362	CCDS13443.1
Q13342	CCDS33392.1
Q13342	CCDS42831.1
Q13342	CCDS63149.1
Q13342	CCDS63150.1
Q13342	CCDS63151.1
Q9BRD0	CCDS53712.1
Q9BRD0	CCDS8374.1
Q6ZU65	CCDS43655.2
O43150	CCDS1661.1
O43150	CCDS46224.1
Q5T4B2	CCDS6901.2
Q5T4B2	CCDS69675.1
Q07699	CCDS12441.1
Q07699	CCDS46047.1
Q9BQ16	CCDS34095.1
Q9BQ16	CCDS54817.1
Q9BQ16	CCDS56343.1
Q9BQ16	CCDS56344.1
Q9BQ16	CCDS56346.1
Q9BQ16	CCDS56347.1
Q9BQ16	CCDS58931.1
Q3KR16	CCDS8541.1
Q9Y227	CCDS47827.1
Q9Y227	CCDS6041.1
P02549	CCDS41423.1
Q2NL82	CCDS32525.1
P04198	CCDS1687.1
Q53H82	CCDS6208.1
Q9NZ32	CCDS32090.1
O14830	CCDS34013.1
O14578	CCDS55891.1
O14578	CCDS9192.1
P51955	CCDS1500.1
P51955	CCDS55682.1
Q9H799	CCDS34146.2
Q6ZQY2	CCDS77654.1
Q9Y615	CCDS6772.1
O60701	CCDS3455.1
O60701	CCDS54757.1
O60701	CCDS54758.1
O14511	CCDS4217.1
O14511	CCDS93793.1
Q9NV64	CCDS2987.1
Q96JP9	CCDS53548.1
Q96JP9	CCDS7372.1
Q9P2F5	CCDS47167.1
Q96Q91	CCDS47278.1
Q96Q91	CCDS58973.1
Q96Q91	CCDS58974.1
Q96Q91	CCDS58975.1
P41181	CCDS8792.1
Q76B58	CCDS1373.1
Q8N357	CCDS1728.1
O95793	CCDS13414.1
O95793	CCDS13415.1
O95793	CCDS33481.1
O95996	CCDS12068.1
Q9BSE5	CCDS160.1
P51530	CCDS44415.2
Q9P2M7	CCDS999.1
Q9H7P9	CCDS33022.2
Q9H7P9	CCDS86766.1
Q6P2C8	CCDS59153.1
Q6P2C8	CCDS6945.1
Q6P2C8	CCDS69689.1
O94991	CCDS9465.1
Q13464	CCDS11870.2
Q3T8J9	CCDS1121.1
Q3T8J9	CCDS44242.1
Q3T8J9	CCDS60296.1
O00292	CCDS1549.1
O00292	CCDS53479.1
P10909	CCDS47832.1
Q9C0G6	CCDS46348.1
O60840	CCDS35253.1
O60840	CCDS59166.1
O60840	CCDS59167.1
A0PJK1	CCDS11201.2
A0PJK1	CCDS42275.1
A0PJK1	CCDS59277.1
A0PJK1	CCDS59278.1
A0PJK1	CCDS74008.1
Q96B01	CCDS44805.1
Q96B01	CCDS8529.1
Q13064	CCDS10013.1
O95045	CCDS2207.1
O95045	CCDS46435.1
Q7Z624	CCDS1820.1
O95905	CCDS44433.1
O95905	CCDS44434.1
O95905	CCDS7321.1
Q96PC2	CCDS34435.1
Q8IZL8	CCDS58503.3
Q6PJI9	CCDS32488.1
Q6PJI9	CCDS82011.1
P52333	CCDS12366.1
Q86SE9	CCDS7413.1
Q9Y5F9	CCDS54929.1
Q9Y5F9	CCDS75342.1
Q9H2E6	CCDS47256.1
Q9H2E6	CCDS75288.1
Q01780	CCDS126.1
Q01780	CCDS30584.1
Q16143	CCDS4406.1
P29558	CCDS2213.1
P50748	CCDS45002.1
P51690	CCDS14122.1
Q96AH8	CCDS73011.1
P31930	CCDS2774.1
Q7Z5J4	CCDS11188.1
Q8WXH4	CCDS14164.1
Q8WXH4	CCDS35209.1
Q8WXH4	CCDS56596.1
Q3SY84	CCDS8831.1
P49848	CCDS55135.1
P49848	CCDS5686.1
P49848	CCDS94153.1
Q8IYB4	CCDS3236.1
Q8IYB4	CCDS58861.1
Q8IYB4	CCDS58862.1
Q8IYB4	CCDS58863.1
Q8IYB4	CCDS58864.1
Q8IYB4	CCDS58865.1
Q8IYB4	CCDS58866.1
Q8IYB4	CCDS58867.1
Q5VT06	CCDS1336.1
Q8WVF1	CCDS409.2
Q8WVF1	CCDS410.1
Q8WVF1	CCDS81301.1
Q9UKV8	CCDS55279.1
Q9UKV8	CCDS6380.1
Q96GR2	CCDS10298.1
Q86Y46	CCDS8834.1
A6NKL6	CCDS45825.1
Q16690	CCDS7566.1
A6NI73	CCDS12888.1
A6NI73	CCDS12889.1
Q5TGZ0	CCDS30620.1
Q8N9I0	CCDS1427.1
Q8TE12	CCDS1247.1
Q8WUY3	CCDS47982.1
Q6P3W7	CCDS9076.1
Q9BTW9	CCDS45818.1
Q12770	CCDS2755.2
Q9NZV1	CCDS1783.1
O00401	CCDS34743.1
O60244	CCDS14254.1
O95980	CCDS6597.1
A8K2U0	CCDS73439.1
A8K2U0	CCDS8596.2
Q8NH37	CCDS31489.2
Q08117	CCDS12101.1
Q08117	CCDS12102.1
O95239	CCDS14401.1
P01911	CCDS47409.1
Q96RY7	CCDS10439.1
Q969N2	CCDS13353.1
Q969N2	CCDS54464.1
Q969N2	CCDS54465.1
Q969N2	CCDS54466.1
P35527	CCDS32654.1
Q86X24	CCDS55633.1
Q86X24	CCDS967.1
P36544	CCDS10027.1
P36544	CCDS53924.1
Q8N594	CCDS42470.1
Q8N594	CCDS54200.1
P04062	CCDS1102.1
P04062	CCDS53373.1
P04062	CCDS53374.1
P51157	CCDS33961.1
P51157	CCDS3409.1
P51157	CCDS54741.1
Q9UKM7	CCDS7029.1
Q01955	CCDS42829.1
Q9UHV8	CCDS33024.1
P07202	CCDS1643.1
P07202	CCDS1644.1
P07202	CCDS1646.1
P57678	CCDS45559.1
P18847	CCDS1506.1
P18847	CCDS41464.1
P18847	CCDS55688.1
P18847	CCDS58059.1
Q3KR37	CCDS53720.1
Q3KR37	CCDS66253.1
Q3KR37	CCDS66254.1
O14559	CCDS12477.1
O14559	CCDS54254.1
O14559	CCDS92599.1
Q09428	CCDS31437.1
Q09428	CCDS73264.1
P21802	CCDS31298.1
P21802	CCDS44485.1
P21802	CCDS44486.1
P21802	CCDS44487.1
P21802	CCDS44488.1
P21802	CCDS44489.1
P21802	CCDS53584.1
P21802	CCDS7620.2
P21802	CCDS81515.1
O95477	CCDS6762.1
O60287	CCDS46645.1
Q9H8G2	CCDS55299.1
Q9H8G2	CCDS6516.1
Q01064	CCDS53800.1
Q01064	CCDS8882.1
Q9H329	CCDS43859.1
Q9H329	CCDS43860.1
Q9NPG4	CCDS4269.1
O43889	CCDS6588.1
Q92615	CCDS31131.1
O43315	CCDS10165.1
Q5U5Z8	CCDS7944.1
Q9NY74	CCDS1882.1
Q99706	CCDS42619.1
Q86WP2	CCDS34162.1
Q86WP2	CCDS47211.1
Q86WP2	CCDS47212.2
Q86WP2	CCDS56368.1
Q8N2U0	CCDS11102.1
Q13620	CCDS35379.1
Q13620	CCDS43987.1
Q13620	CCDS94662.1
Q53F19	CCDS45578.1
P51956	CCDS73576.1
